Dataset,Scenario,TechniqueType,% Traced,IndirectAggregation,ScalingMethod,NLP,PathAggregation,Technique,AUC,Credibility,LagGlobal,MAP
EasyClinic,LOWERTRACED,Indirect,0.4827586206896552,MEDIAN,MULTI,LSA,NA,LOWERTRACED_MEDIAN_MULTI_LSA,0.5,0.7,2.3134920634920637,0.3
EasyClinic,UPPERTRACED,Indirect,0.5172413793103449,MEDIAN,SINGLE,LSA,NA,UPPERTRACED_MEDIAN_SINGLE_LSA,0.5,0.7,2.3134920634920637,0.3
EasyClinic,NONETRACED,Indirect,0.0,RFUNDER,RAW,VSM,NA,NONETRACED_RFUNDER_RAW_VSM,0.5,0.7,2.3134920634920637,0.3
EasyClinic,NONETRACED,Indirect,0.0,RFUNDER,RAW,LSA,NA,NONETRACED_RFUNDER_RAW_LSA,0.4991496598639456,0.6988095238095238,2.3134920634920637,0.3
EasyClinic,Random,Indirect,0.0,,,,NA,Random,0.4731400496706619,0.4885742630385487,2.3293650793650795,0.2865718993279801
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,VSM,SUM,ALLTRACED_SUM_RAW_VSM,1.0,0.8331676322165057,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,MULTI,LSA,MAX,ALLTRACED_RFSMOTE_MULTI_LSA,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,SINGLE,LSA,RFSMOTE,ALLTRACED_RFUNDER_SINGLE_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,MULTI,VSM,MEDIAN,ALLTRACED_RFNONE_MULTI_VSM,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,RAW,LSA,RFNONE,ALLTRACED_RFSMOTE_RAW_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,MULTI,VSM,RFNONE,ALLTRACED_RFSMOTE_MULTI_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,MULTI,VSM,RFNONE,ALLTRACED_RFUNDER_MULTI_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,VSM,RFNONE,ALLTRACED_SUM_RAW_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,RAW,VSM,MEDIAN,ALLTRACED_RFNONE_RAW_VSM,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,SINGLE,LSA,RFSMOTE,ALLTRACED_MAX_SINGLE_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,MULTI,VSM,RFNONE,ALLTRACED_RFNONE_MULTI_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,RAW,VSM,MEDIAN,ALLTRACED_RFSMOTE_RAW_VSM,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,SINGLE,LSA,SUM,ALLTRACED_MAX_SINGLE_LSA,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,SINGLE,LSA,RFUNDER,ALLTRACED_RFNONE_SINGLE_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,SINGLE,VSM,SUM,ALLTRACED_RFUNDER_SINGLE_VSM,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,SINGLE,LSA,RFNONE,ALLTRACED_MAX_SINGLE_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,VSM,MEDIAN,ALLTRACED_SUM_RAW_VSM,1.0,0.634881369047619,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,MULTI,LSA,MEDIAN,ALLTRACED_MAX_MULTI_LSA,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,SINGLE,VSM,MEDIAN,ALLTRACED_RFSMOTE_SINGLE_VSM,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,MULTI,LSA,SUM,ALLTRACED_RFUNDER_MULTI_LSA,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,MULTI,LSA,SUM,ALLTRACED_RFNONE_MULTI_LSA,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,MULTI,VSM,SUM,ALLTRACED_RFNONE_MULTI_VSM,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,SINGLE,LSA,RFSMOTE,ALLTRACED_RFNONE_SINGLE_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,VSM,MAX,ALLTRACED_SUM_MULTI_VSM,1.0,0.17717095238095235,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,MULTI,VSM,SUM,ALLTRACED_RFUNDER_MULTI_VSM,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,SINGLE,VSM,RFUNDER,ALLTRACED_RFSMOTE_SINGLE_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,SINGLE,LSA,SUM,ALLTRACED_RFUNDER_SINGLE_LSA,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,MULTI,VSM,MAX,ALLTRACED_RFSMOTE_MULTI_VSM,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,SINGLE,VSM,SUM,ALLTRACED_MAX_SINGLE_VSM,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,MULTI,LSA,MEDIAN,ALLTRACED_RFSMOTE_MULTI_LSA,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,SINGLE,LSA,MEDIAN,ALLTRACED_MAX_SINGLE_LSA,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,SINGLE,VSM,MAX,ALLTRACED_MAX_SINGLE_VSM,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,RAW,LSA,RFSMOTE,ALLTRACED_RFUNDER_RAW_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,RAW,LSA,RFSMOTE,ALLTRACED_MAX_RAW_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,RAW,LSA,SUM,ALLTRACED_RFUNDER_RAW_LSA,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,MULTI,LSA,MAX,ALLTRACED_MAX_MULTI_LSA,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,RAW,LSA,SUM,ALLTRACED_RFSMOTE_RAW_LSA,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,SINGLE,LSA,SUM,ALLTRACED_RFNONE_SINGLE_LSA,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,SINGLE,VSM,MAX,ALLTRACED_RFNONE_SINGLE_VSM,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,MULTI,VSM,RFNONE,ALLTRACED_MAX_MULTI_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,SINGLE,LSA,RFUNDER,ALLTRACED_RFUNDER_SINGLE_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,RAW,VSM,MAX,ALLTRACED_RFUNDER_RAW_VSM,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,SINGLE,LSA,RFNONE,ALLTRACED_RFSMOTE_SINGLE_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,MULTI,VSM,SUM,ALLTRACED_MAX_MULTI_VSM,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,RAW,VSM,MAX,ALLTRACED_RFSMOTE_RAW_VSM,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,RAW,LSA,RFUNDER,ALLTRACED_RFNONE_RAW_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,SINGLE,VSM,MAX,ALLTRACED_RFSMOTE_SINGLE_VSM,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,RAW,VSM,MAX,ALLTRACED_RFNONE_RAW_VSM,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,MULTI,VSM,MEDIAN,ALLTRACED_RFSMOTE_MULTI_VSM,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,SINGLE,VSM,MEDIAN,ALLTRACED_RFUNDER_SINGLE_VSM,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,RAW,LSA,MEDIAN,ALLTRACED_RFUNDER_RAW_LSA,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,RAW,LSA,SUM,ALLTRACED_MAX_RAW_LSA,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,VSM,RFNONE,ALLTRACED_SUM_MULTI_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,MULTI,VSM,MAX,ALLTRACED_RFNONE_MULTI_VSM,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,VSM,SUM,ALLTRACED_SUM_MULTI_VSM,1.0,0.8331676322165057,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,MULTI,VSM,MAX,ALLTRACED_RFUNDER_MULTI_VSM,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,RAW,LSA,RFNONE,ALLTRACED_RFNONE_RAW_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,MULTI,VSM,SUM,ALLTRACED_RFSMOTE_MULTI_VSM,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,SINGLE,LSA,MAX,ALLTRACED_RFUNDER_SINGLE_LSA,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,RAW,LSA,RFUNDER,ALLTRACED_MAX_RAW_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,RAW,LSA,RFSMOTE,ALLTRACED_RFNONE_RAW_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,MULTI,VSM,MEDIAN,ALLTRACED_RFUNDER_MULTI_VSM,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,MULTI,LSA,MEDIAN,ALLTRACED_RFUNDER_MULTI_LSA,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,SINGLE,VSM,RFSMOTE,ALLTRACED_MAX_SINGLE_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,SINGLE,VSM,MEDIAN,ALLTRACED_MAX_SINGLE_VSM,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,SINGLE,VSM,RFSMOTE,ALLTRACED_RFUNDER_SINGLE_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,SINGLE,LSA,RFSMOTE,ALLTRACED_RFSMOTE_SINGLE_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,RAW,VSM,RFNONE,ALLTRACED_RFUNDER_RAW_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,SINGLE,LSA,RFNONE,ALLTRACED_RFUNDER_SINGLE_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,RAW,VSM,RFSMOTE,ALLTRACED_MAX_RAW_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,VSM,RFUNDER,ALLTRACED_SUM_MULTI_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,SINGLE,LSA,RFUNDER,ALLTRACED_MAX_SINGLE_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,VSM,RFSMOTE,ALLTRACED_SUM_MULTI_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,RAW,VSM,RFUNDER,ALLTRACED_MAX_RAW_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,VSM,RFUNDER,ALLTRACED_SUM_SINGLE_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,MULTI,VSM,RFUNDER,ALLTRACED_RFUNDER_MULTI_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,RAW,VSM,RFSMOTE,ALLTRACED_RFSMOTE_RAW_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,RAW,VSM,RFSMOTE,ALLTRACED_RFNONE_RAW_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,MULTI,LSA,RFUNDER,ALLTRACED_MAX_MULTI_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,RAW,VSM,RFUNDER,ALLTRACED_RFUNDER_RAW_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,SINGLE,VSM,RFNONE,ALLTRACED_RFSMOTE_SINGLE_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,MULTI,VSM,RFSMOTE,ALLTRACED_RFNONE_MULTI_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,MULTI,LSA,RFSMOTE,ALLTRACED_RFSMOTE_MULTI_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,MULTI,LSA,RFSMOTE,ALLTRACED_MAX_MULTI_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,RAW,LSA,RFNONE,ALLTRACED_RFUNDER_RAW_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,SINGLE,VSM,RFNONE,ALLTRACED_RFUNDER_SINGLE_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,RAW,VSM,RFUNDER,ALLTRACED_RFSMOTE_RAW_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,VSM,RFSMOTE,ALLTRACED_SUM_SINGLE_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,MULTI,VSM,RFSMOTE,ALLTRACED_RFUNDER_MULTI_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,RAW,LSA,RFNONE,ALLTRACED_MAX_RAW_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,RAW,VSM,RFSMOTE,ALLTRACED_RFUNDER_RAW_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,MULTI,VSM,RFUNDER,ALLTRACED_RFNONE_MULTI_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,SINGLE,VSM,RFNONE,ALLTRACED_RFNONE_SINGLE_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,MULTI,LSA,RFUNDER,ALLTRACED_RFSMOTE_MULTI_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,RAW,VSM,RFUNDER,ALLTRACED_RFNONE_RAW_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,RAW,VSM,RFNONE,ALLTRACED_MAX_RAW_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,SINGLE,LSA,RFNONE,ALLTRACED_RFNONE_SINGLE_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,SINGLE,VSM,RFUNDER,ALLTRACED_RFUNDER_SINGLE_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,MULTI,LSA,MEDIAN,ALLTRACED_RFNONE_MULTI_LSA,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,MULTI,LSA,RFNONE,ALLTRACED_MAX_MULTI_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,RAW,LSA,MEDIAN,ALLTRACED_RFNONE_RAW_LSA,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,SINGLE,LSA,MAX,ALLTRACED_MAX_SINGLE_LSA,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,RAW,LSA,MEDIAN,ALLTRACED_RFSMOTE_RAW_LSA,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,MULTI,LSA,RFSMOTE,ALLTRACED_RFUNDER_MULTI_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,VSM,RFUNDER,ALLTRACED_SUM_RAW_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,SINGLE,LSA,MEDIAN,ALLTRACED_RFSMOTE_SINGLE_LSA,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,MULTI,VSM,MEDIAN,ALLTRACED_MAX_MULTI_VSM,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,MULTI,LSA,SUM,ALLTRACED_RFSMOTE_MULTI_LSA,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,SINGLE,VSM,MAX,ALLTRACED_RFUNDER_SINGLE_VSM,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,VSM,MEDIAN,ALLTRACED_SUM_MULTI_VSM,1.0,0.634881369047619,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,MULTI,LSA,MAX,ALLTRACED_RFUNDER_MULTI_LSA,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,MULTI,LSA,MAX,ALLTRACED_RFNONE_MULTI_LSA,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,RAW,LSA,RFUNDER,ALLTRACED_RFSMOTE_RAW_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,MULTI,VSM,RFSMOTE,ALLTRACED_MAX_MULTI_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,SINGLE,LSA,RFUNDER,ALLTRACED_RFSMOTE_SINGLE_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,MULTI,VSM,RFUNDER,ALLTRACED_MAX_MULTI_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,RAW,VSM,RFNONE,ALLTRACED_RFNONE_RAW_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,VSM,RFSMOTE,ALLTRACED_SUM_RAW_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,VSM,RFNONE,ALLTRACED_SUM_SINGLE_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,RAW,LSA,RFSMOTE,ALLTRACED_RFSMOTE_RAW_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,SINGLE,VSM,RFSMOTE,ALLTRACED_RFNONE_SINGLE_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,MULTI,LSA,RFUNDER,ALLTRACED_RFUNDER_MULTI_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,RAW,VSM,RFNONE,ALLTRACED_RFSMOTE_RAW_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,SINGLE,VSM,RFUNDER,ALLTRACED_RFNONE_SINGLE_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,SINGLE,VSM,RFUNDER,ALLTRACED_MAX_SINGLE_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,SINGLE,LSA,MEDIAN,ALLTRACED_RFNONE_SINGLE_LSA,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,SINGLE,VSM,RFSMOTE,ALLTRACED_RFSMOTE_SINGLE_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,RAW,LSA,MAX,ALLTRACED_RFNONE_RAW_LSA,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,VSM,MAX,ALLTRACED_SUM_SINGLE_VSM,1.0,0.17717095238095235,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,RAW,VSM,MEDIAN,ALLTRACED_RFUNDER_RAW_VSM,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,MULTI,VSM,MAX,ALLTRACED_MAX_MULTI_VSM,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,RAW,VSM,SUM,ALLTRACED_RFSMOTE_RAW_VSM,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,RAW,VSM,MEDIAN,ALLTRACED_MAX_RAW_VSM,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,VSM,MAX,ALLTRACED_SUM_RAW_VSM,1.0,0.17717095238095235,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,SINGLE,VSM,RFNONE,ALLTRACED_MAX_SINGLE_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,RAW,VSM,MAX,ALLTRACED_MAX_RAW_VSM,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,MULTI,LSA,RFNONE,ALLTRACED_RFUNDER_MULTI_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,SINGLE,LSA,MAX,ALLTRACED_RFSMOTE_SINGLE_LSA,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,RAW,LSA,MEDIAN,ALLTRACED_MAX_RAW_LSA,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,SINGLE,VSM,SUM,ALLTRACED_RFSMOTE_SINGLE_VSM,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,RAW,VSM,SUM,ALLTRACED_RFUNDER_RAW_VSM,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,MULTI,LSA,RFUNDER,ALLTRACED_RFNONE_MULTI_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,MULTI,LSA,RFNONE,ALLTRACED_RFSMOTE_MULTI_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,MULTI,LSA,RFSMOTE,ALLTRACED_RFNONE_MULTI_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,SINGLE,VSM,MEDIAN,ALLTRACED_RFNONE_SINGLE_VSM,1.0,0.8378975595238095,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,RAW,VSM,SUM,ALLTRACED_RFNONE_RAW_VSM,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,MULTI,VSM,RFUNDER,ALLTRACED_RFSMOTE_MULTI_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,MULTI,LSA,RFNONE,ALLTRACED_RFNONE_MULTI_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,VSM,SUM,ALLTRACED_SUM_SINGLE_VSM,1.0,0.8331676322165057,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,RAW,LSA,MAX,ALLTRACED_RFUNDER_RAW_LSA,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,RAW,VSM,SUM,ALLTRACED_MAX_RAW_VSM,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,RAW,LSA,RFUNDER,ALLTRACED_RFUNDER_RAW_LSA,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,MULTI,LSA,SUM,ALLTRACED_MAX_MULTI_LSA,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,RAW,LSA,MAX,ALLTRACED_RFSMOTE_RAW_LSA,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,SINGLE,LSA,MAX,ALLTRACED_RFNONE_SINGLE_LSA,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,MULTI,VSM,RFSMOTE,ALLTRACED_RFSMOTE_MULTI_VSM,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,SINGLE,LSA,MEDIAN,ALLTRACED_RFUNDER_SINGLE_LSA,1.0,0.8378975595238095,0.0,1.0
