,DIRECT_NA_NA_VSM,UPPERTRACED_SUM_SINGLE_LSA,Associated
736,0.1111,0.04094315481630415,NO
737,0.1017,0.10743922500456954,NO
738,0.09699999999999999,0.15863644671906416,NO
739,0.1058,0.14697495887406326,NO
740,0.1741,0.0772070919393164,NO
741,0.1373,0.16949369402303052,NO
742,0.132,0.19053189544872967,NO
743,0.1138,0.21001645037470296,YES
744,0.0766,0.1979528422591848,NO
745,0.3242,0.3342533357704259,YES
746,0.0297,0.09250594041308717,NO
747,0.3407,0.252732590020106,YES
748,0.0387,0.09804423322975687,NO
749,0.0621,0.3284774264302687,NO
750,0.076,0.2642295741180771,NO
751,0.1266,0.07550721988667519,NO
752,0.0726,0.3864558581612137,NO
753,0.192,0.031146042770974224,NO
754,0.1128,0.08702248217876074,NO
755,0.0813,0.030049351124108937,NO
756,0.1238,0.21824163772619265,NO
757,0.0659,0.4005483458234326,NO
758,0.0991,0.20122463900566626,NO
759,0.2168,0.32284774264302685,NO
760,0.0941,0.402083714129044,NO
761,0.1226,0.3315116066532626,NO
762,0.0797,0.4288064339243283,NO
763,0.0869,0.040157192469384026,NO
764,0.1921,0.1527874246024493,NO
765,0.2119,0.11657832206178027,YES
766,0.0845,0.2461341619447999,NO
767,0.1963,0.026466825077682325,YES
768,0.24100000000000002,0.2026320599524767,NO
769,0.263,0.483951745567538,NO
770,0.2504,0.1736428440870042,NO
771,0.1414,0.3084445256808627,NO
772,0.0983,0.6532078230670809,NO
773,0.1658,0.17413635532809355,NO
774,0.1333,0.3214951562785597,NO
775,0.2072,0.05549259733138366,NO
776,0.1519,0.34368488393346736,NO
777,0.1227,0.3669164686528971,YES
778,0.1324,0.6216962164138182,YES
779,0.1581,0.2942240906598428,YES
780,0.1927,0.20106013525863645,YES
781,0.1378,0.2273259002010601,NO
782,0.09699999999999999,0.4400292451105831,YES
783,0.11900000000000001,0.1574849204898556,NO
784,0.3612,0.388813745201974,YES
785,0.0488,0.448309267044416,YES
786,0.2823,0.03105465180040212,NO
787,0.1584,0.10383842076402852,NO
788,0.065,0.3253335770425882,NO
789,0.0678,0.0,NO
790,0.1652,0.14920489855602267,YES
791,0.4499,0.4942423688539572,YES
792,0.0947,0.04094315481630415,NO
793,0.1079,0.10743922500456954,NO
794,0.0645,0.15863644671906416,NO
795,0.1095,0.14697495887406326,NO
796,0.1665,0.0772070919393164,NO
797,0.1472,0.16949369402303052,NO
798,0.1463,0.19053189544872967,NO
799,0.1261,0.21001645037470296,YES
800,0.0528,0.1979528422591848,NO
801,0.3791,0.3342533357704259,YES
802,0.0329,0.09250594041308717,NO
803,0.3577,0.252732590020106,YES
804,0.062,0.09804423322975687,NO
805,0.0477,0.3284774264302687,NO
806,0.0457,0.2642295741180771,NO
807,0.1274,0.07550721988667519,NO
808,0.0681,0.3864558581612137,NO
809,0.1427,0.031146042770974224,NO
810,0.0804,0.08702248217876074,NO
811,0.0769,0.030049351124108937,NO
812,0.1422,0.21824163772619265,NO
813,0.0613,0.4005483458234326,NO
814,0.1484,0.20122463900566626,NO
815,0.1778,0.32284774264302685,NO
816,0.1025,0.402083714129044,NO
817,0.1545,0.3315116066532626,NO
818,0.1529,0.4288064339243283,NO
819,0.1098,0.040157192469384026,NO
820,0.1753,0.1527874246024493,NO
821,0.1807,0.11657832206178027,YES
822,0.134,0.2461341619447999,NO
823,0.2818,0.026466825077682325,YES
824,0.2438,0.2026320599524767,NO
825,0.2385,0.483951745567538,NO
826,0.2176,0.1736428440870042,NO
827,0.0807,0.3084445256808627,NO
828,0.0972,0.6532078230670809,NO
829,0.0862,0.17413635532809355,NO
830,0.0815,0.3214951562785597,NO
831,0.2286,0.05549259733138366,NO
832,0.0804,0.34368488393346736,NO
833,0.0972,0.3669164686528971,YES
834,0.105,0.6216962164138182,YES
835,0.1237,0.2942240906598428,YES
836,0.2731,0.20106013525863645,YES
837,0.1937,0.2273259002010601,NO
838,0.1151,0.4400292451105831,YES
839,0.1052,0.1574849204898556,NO
