,DIRECT_NA_NA_VSM,NONETRACED_MEDIAN_MULTI_LSA,Associated
733,0.107,0.3472662440570523,NO
734,0.226,0.34944532488114105,YES
735,0.4184,0.16105388272583204,YES
736,0.1111,0.15729001584786054,NO
737,0.1017,0.12282091917591124,NO
738,0.09699999999999999,0.31636291600633915,NO
739,0.1058,0.12698098256735346,NO
740,0.1741,0.16759112519809827,NO
741,0.1373,0.2852614896988907,NO
742,0.132,0.1386687797147385,NO
743,0.1138,0.1483755942947702,YES
744,0.0766,0.4118462757527734,NO
745,0.3242,0.15293185419968308,YES
746,0.0297,0.08438985736925518,NO
747,0.3407,0.03328050713153727,YES
748,0.0387,0.2119651347068146,NO
749,0.0621,0.2234548335974644,NO
750,0.076,0.34944532488114105,NO
751,0.1266,0.1438193343898574,NO
752,0.0726,0.2604992076069731,NO
753,0.192,0.2939778129952457,NO
754,0.1128,0.34370047543581617,NO
755,0.0813,0.16897781299524567,NO
756,0.1238,0.6489698890649762,NO
757,0.0659,0.6299524564183836,NO
758,0.0991,0.5095087163232963,NO
759,0.2168,0.3817353407290016,NO
760,0.0941,0.5570522979397781,NO
761,0.1226,0.7307844690966718,NO
762,0.0797,0.6881933438985737,NO
763,0.0869,0.39659270998415214,NO
764,0.1921,0.42828843106180653,NO
765,0.2119,0.39659270998415214,YES
766,0.0845,0.6513470681458002,NO
767,0.1963,0.3633122028526149,YES
768,0.24100000000000002,0.4368066561014264,NO
769,0.263,0.5847860538827259,NO
770,0.2504,0.45007923930269417,NO
771,0.1414,0.4659270998415214,NO
772,0.0983,0.6642234548335975,NO
773,0.1658,0.4702852614896989,NO
774,0.1333,0.32408874801901744,NO
775,0.2072,0.21038034865293187,NO
776,0.1519,0.44334389857369255,NO
777,0.1227,0.5202060221870046,YES
778,0.1324,0.6463946117274166,YES
779,0.1581,0.41006339144215537,YES
780,0.1927,0.5847860538827259,YES
781,0.1378,0.6525356576862125,NO
782,0.09699999999999999,0.6721473851030111,YES
783,0.11900000000000001,0.376782884310618,NO
784,0.3612,0.3068541996830428,YES
785,0.0488,0.23474643423137875,YES
786,0.2823,0.18442947702060225,NO
787,0.1584,0.1891838351822504,NO
788,0.065,0.18660855784469102,NO
789,0.0678,0.3345879556259905,NO
790,0.1652,0.3518225039619651,YES
791,0.4499,0.11588748019017432,YES
792,0.0947,0.09786053882725833,NO
793,0.1079,0.1541204437400951,NO
794,0.0645,0.2862519809825674,NO
795,0.1095,0.1089540412044374,NO
796,0.1665,0.16045958795562604,NO
797,0.1472,0.2761489698890649,NO
798,0.1463,0.11212361331220287,NO
799,0.1261,0.16263866877971478,YES
800,0.0528,0.3641045958795563,NO
801,0.3791,0.12935816164817748,YES
802,0.0329,0.06378763866877972,NO
803,0.3577,0.0,YES
804,0.062,0.231378763866878,NO
805,0.0477,0.16481774960380347,NO
806,0.0457,0.3185419968304279,NO
807,0.1274,0.15768621236133126,NO
808,0.0681,0.2466323296354992,NO
809,0.1427,0.2670364500792393,NO
810,0.0804,0.3815372424722662,NO
811,0.0769,0.12995245641838354,NO
812,0.1422,0.7914025356576861,NO
813,0.0613,0.7785261489698891,NO
814,0.1484,0.6311410459587956,NO
815,0.1778,0.5209984152139462,NO
816,0.1025,0.6372820919175911,NO
817,0.1545,0.9029318541996828,NO
818,0.1529,0.8755942947702062,NO
819,0.1098,0.5071315372424723,NO
820,0.1753,0.5574484944532487,NO
821,0.1807,0.4524564183835182,YES
822,0.134,0.8312202852614896,NO
823,0.2818,0.4766244057052298,YES
824,0.2438,0.5855784469096672,NO
825,0.2385,0.809231378763867,NO
826,0.2176,0.4885103011093502,NO
827,0.0807,0.5291204437400951,NO
828,0.0972,0.8823296354992076,NO
829,0.0862,0.4706814580031696,NO
830,0.0815,0.30427892234548337,NO
831,0.2286,0.3001188589540412,NO
832,0.0804,0.5925118858954042,NO
833,0.0972,0.5984548335974642,YES
834,0.105,0.8308240887480189,YES
835,0.1237,0.4982171156893819,YES
836,0.2731,0.7323692551505547,YES
837,0.1937,0.8316164817749603,NO
838,0.1151,0.918581616481775,YES
839,0.1052,0.4976228209191758,NO
