,DIRECT_NA_NA_VSM,NONETRACED_RFUNDER_SINGLE_LSA,Associated
766,0.0845,0.29508196721311475,NO
767,0.1963,0.032786885245901634,YES
768,0.24100000000000002,0.5409836065573771,NO
769,0.263,0.0,NO
770,0.2504,0.06557377049180327,NO
771,0.1414,0.0,NO
772,0.0983,0.29508196721311475,NO
773,0.1658,0.2295081967213115,NO
774,0.1333,0.09836065573770493,NO
775,0.2072,0.11475409836065575,NO
776,0.1519,0.4262295081967213,NO
777,0.1227,0.0,YES
778,0.1324,0.26229508196721313,YES
779,0.1581,0.11475409836065575,YES
780,0.1927,0.09836065573770493,YES
781,0.1378,0.06557377049180327,NO
782,0.09699999999999999,0.06557377049180327,YES
783,0.11900000000000001,0.13114754098360654,NO
784,0.3612,0.09836065573770493,YES
785,0.0488,0.11475409836065575,YES
786,0.2823,0.049180327868852465,NO
787,0.1584,0.06557377049180327,NO
788,0.065,0.06557377049180327,NO
789,0.0678,0.11475409836065575,NO
790,0.1652,0.032786885245901634,YES
791,0.4499,0.06557377049180327,YES
792,0.0947,0.19672131147540986,NO
793,0.1079,0.09836065573770493,NO
794,0.0645,0.0819672131147541,NO
795,0.1095,0.09836065573770493,NO
796,0.1665,0.0819672131147541,NO
797,0.1472,0.19672131147540986,NO
798,0.1463,0.0819672131147541,NO
799,0.1261,0.18032786885245905,YES
800,0.0528,0.0,NO
801,0.3791,0.26229508196721313,YES
802,0.0329,0.06557377049180327,NO
803,0.3577,0.09836065573770493,YES
804,0.062,0.13114754098360654,NO
805,0.0477,0.0819672131147541,NO
806,0.0457,0.032786885245901634,NO
807,0.1274,0.06557377049180327,NO
808,0.0681,0.26229508196721313,NO
809,0.1427,0.18032786885245905,NO
810,0.0804,0.18032786885245905,NO
811,0.0769,0.21311475409836067,NO
812,0.1422,0.032786885245901634,NO
813,0.0613,0.0,NO
814,0.1484,0.032786885245901634,NO
815,0.1778,0.2295081967213115,NO
816,0.1025,0.016393442622950817,NO
817,0.1545,0.016393442622950817,NO
818,0.1529,0.032786885245901634,NO
819,0.1098,0.2295081967213115,NO
820,0.1753,0.016393442622950817,NO
821,0.1807,0.1639344262295082,YES
822,0.134,0.26229508196721313,NO
823,0.2818,0.21311475409836067,YES
824,0.2438,0.0,NO
825,0.2385,0.016393442622950817,NO
826,0.2176,0.0,NO
827,0.0807,0.0,NO
828,0.0972,0.14754098360655735,NO
829,0.0862,0.09836065573770493,NO
830,0.0815,0.11475409836065575,NO
831,0.2286,0.0819672131147541,NO
832,0.0804,0.1639344262295082,NO
833,0.0972,0.09836065573770493,YES
834,0.105,0.06557377049180327,YES
835,0.1237,0.032786885245901634,YES
836,0.2731,0.19672131147540986,YES
837,0.1937,0.016393442622950817,NO
838,0.1151,0.11475409836065575,YES
839,0.1052,0.0,NO
