,DIRECT_NA_NA_VSM,LOWERTRACED_SUM_RAW_LSA,Associated
735,0.4184,0.11571727411698444,YES
736,0.1111,0.46206452651058005,NO
737,0.1017,0.21528280634001126,NO
738,0.09699999999999999,0.46206452651058005,NO
739,0.1058,0.21528280634001126,NO
740,0.1741,0.031700056319897016,NO
741,0.1373,0.031700056319897016,NO
742,0.132,0.031700056319897016,NO
743,0.1138,0.11571727411698444,YES
744,0.0766,0.6230992034757421,NO
745,0.3242,0.11571727411698444,YES
746,0.0297,0.6230992034757421,NO
747,0.3407,0.11571727411698444,YES
748,0.0387,0.6230992034757421,NO
749,0.0621,0.21528280634001126,NO
750,0.076,0.21528280634001126,NO
751,0.1266,0.21528280634001126,NO
752,0.0726,0.21528280634001126,NO
753,0.192,0.46206452651058005,NO
754,0.1128,0.21528280634001126,NO
755,0.0813,0.46206452651058005,NO
756,0.1238,0.3124748571888325,NO
757,0.0659,0.3124748571888325,NO
758,0.0991,0.7383538498672458,NO
759,0.2168,0.452248773030815,NO
760,0.0941,0.452248773030815,NO
761,0.1226,0.7383538498672458,NO
762,0.0797,0.3124748571888325,NO
763,0.0869,0.3124748571888325,NO
764,0.1921,0.7383538498672458,NO
765,0.2119,0.5296886314265025,YES
766,0.0845,0.7383538498672458,NO
767,0.1963,0.5296886314265025,YES
768,0.24100000000000002,0.2016252313138627,NO
769,0.263,0.2016252313138627,NO
770,0.2504,0.2016252313138627,NO
771,0.1414,0.3124748571888325,NO
772,0.0983,0.452248773030815,NO
773,0.1658,0.3124748571888325,NO
774,0.1333,0.452248773030815,NO
775,0.2072,0.3124748571888325,NO
776,0.1519,0.452248773030815,NO
777,0.1227,0.5296886314265025,YES
778,0.1324,0.5296886314265025,YES
779,0.1581,0.5296886314265025,YES
780,0.1927,0.5296886314265025,YES
781,0.1378,0.7383538498672458,NO
782,0.09699999999999999,0.5296886314265025,YES
783,0.11900000000000001,0.7383538498672458,NO
784,0.3612,0.11833212647839728,YES
785,0.0488,0.11833212647839728,YES
786,0.2823,0.34027274921554423,NO
787,0.1584,0.5011062836913669,NO
788,0.065,0.5011062836913669,NO
789,0.0678,0.34027274921554423,NO
790,0.1652,0.11833212647839728,YES
791,0.4499,0.11833212647839728,YES
792,0.0947,0.34027274921554423,NO
793,0.1079,0.25603427468018336,NO
794,0.0645,0.34027274921554423,NO
795,0.1095,0.25603427468018336,NO
796,0.1665,0.0,NO
797,0.1472,0.0,NO
798,0.1463,0.0,NO
799,0.1261,0.11833212647839728,YES
800,0.0528,0.5011062836913669,NO
801,0.3791,0.11833212647839728,YES
802,0.0329,0.5011062836913669,NO
803,0.3577,0.11833212647839728,YES
804,0.062,0.5011062836913669,NO
805,0.0477,0.25603427468018336,NO
806,0.0457,0.25603427468018336,NO
807,0.1274,0.25603427468018336,NO
808,0.0681,0.25603427468018336,NO
809,0.1427,0.34027274921554423,NO
810,0.0804,0.25603427468018336,NO
811,0.0769,0.34027274921554423,NO
812,0.1422,0.2604594094456513,NO
813,0.0613,0.2604594094456513,NO
814,0.1484,0.8793748491431328,NO
815,0.1778,0.7057687665942552,NO
816,0.1025,0.7057687665942552,NO
817,0.1545,0.8793748491431328,NO
818,0.1529,0.2604594094456513,NO
819,0.1098,0.2604594094456513,NO
820,0.1753,0.8793748491431328,NO
821,0.1807,0.5323437122857831,YES
822,0.134,0.8793748491431328,NO
823,0.2818,0.5323437122857831,YES
824,0.2438,0.2859441628449593,NO
825,0.2385,0.2859441628449593,NO
826,0.2176,0.2859441628449593,NO
827,0.0807,0.2604594094456513,NO
828,0.0972,0.7057687665942552,NO
829,0.0862,0.2604594094456513,NO
830,0.0815,0.7057687665942552,NO
831,0.2286,0.2604594094456513,NO
832,0.0804,0.7057687665942552,NO
833,0.0972,0.5323437122857831,YES
834,0.105,0.5323437122857831,YES
835,0.1237,0.5323437122857831,YES
836,0.2731,0.5323437122857831,YES
837,0.1937,0.8793748491431328,NO
838,0.1151,0.5323437122857831,YES
839,0.1052,0.8793748491431328,NO
