,DIRECT_NA_NA_VSM,NONETRACED_RFUNDER_RAW_LSA,Associated
810,0.0804,0.16666666666666666,NO
811,0.0769,0.18181818181818185,NO
812,0.1422,0.0,NO
813,0.0613,0.0,NO
814,0.1484,0.24242424242424246,NO
815,0.1778,0.6515151515151515,NO
816,0.1025,0.0,NO
817,0.1545,0.0,NO
818,0.1529,0.0,NO
819,0.1098,0.30303030303030304,NO
820,0.1753,0.030303030303030307,NO
821,0.1807,0.2575757575757576,YES
822,0.134,0.0,NO
823,0.2818,0.3787878787878788,YES
824,0.2438,0.13636363636363635,NO
825,0.2385,0.015151515151515154,NO
826,0.2176,0.0,NO
827,0.0807,0.0,NO
828,0.0972,0.0,NO
829,0.0862,0.0,NO
830,0.0815,0.09090909090909093,NO
831,0.2286,0.2575757575757576,NO
832,0.0804,0.09090909090909093,NO
833,0.0972,0.030303030303030307,YES
834,0.105,0.0,YES
835,0.1237,0.060606060606060615,YES
836,0.2731,0.0,YES
837,0.1937,0.0,NO
838,0.1151,0.0,YES
839,0.1052,0.3484848484848485,NO
