,DIRECT_NA_NA_VSM,Random,Associated
743,0.1138,0.03690476190476191,YES
744,0.0766,0.7107142857142857,NO
745,0.3242,0.6809523809523811,YES
746,0.0297,0.975,NO
747,0.3407,0.4345238095238095,YES
748,0.0387,0.5428571428571428,NO
749,0.0621,0.06785714285714285,NO
750,0.076,0.2,NO
751,0.1266,0.4547619047619048,NO
752,0.0726,0.3047619047619048,NO
753,0.192,0.8607142857142858,NO
754,0.1128,0.9988095238095238,NO
755,0.0813,0.6642857142857143,NO
756,0.1238,0.3130952380952381,NO
757,0.0659,0.4714285714285714,NO
758,0.0991,0.1595238095238095,NO
759,0.2168,0.3,NO
760,0.0941,0.14642857142857146,NO
761,0.1226,0.18571428571428567,NO
762,0.0797,0.8369047619047619,NO
763,0.0869,0.5654761904761905,NO
764,0.1921,0.5130952380952379,NO
765,0.2119,0.14047619047619048,YES
766,0.0845,0.5928571428571429,NO
767,0.1963,0.8476190476190476,YES
768,0.24100000000000002,0.8571428571428571,NO
769,0.263,0.1261904761904762,NO
770,0.2504,0.4452380952380952,NO
771,0.1414,0.9666666666666668,NO
772,0.0983,0.6023809523809524,NO
773,0.1658,0.4821428571428572,NO
774,0.1333,0.4869047619047619,NO
775,0.2072,0.3119047619047619,NO
776,0.1519,0.7333333333333333,NO
777,0.1227,0.011904761904761904,YES
778,0.1324,0.7202380952380952,YES
779,0.1581,0.5892857142857143,YES
780,0.1927,0.04404761904761905,YES
781,0.1378,0.8190476190476189,NO
782,0.09699999999999999,0.021428571428571432,YES
783,0.11900000000000001,0.3761904761904762,NO
784,0.3612,0.6214285714285714,YES
785,0.0488,0.1619047619047619,YES
786,0.2823,0.10476190476190476,NO
787,0.1584,0.5678571428571428,NO
788,0.065,0.7857142857142857,NO
789,0.0678,0.7952380952380952,NO
790,0.1652,0.3964285714285714,YES
791,0.4499,0.4261904761904762,YES
792,0.0947,0.19523809523809524,NO
793,0.1079,0.15595238095238095,NO
794,0.0645,0.029761904761904764,NO
795,0.1095,0.4595238095238095,NO
796,0.1665,0.7238095238095238,NO
797,0.1472,0.6857142857142857,NO
798,0.1463,0.6904761904761905,NO
799,0.1261,0.1738095238095238,YES
800,0.0528,0.5642857142857143,NO
801,0.3791,0.5297619047619048,YES
802,0.0329,0.06666666666666668,NO
803,0.3577,0.22857142857142854,YES
804,0.062,0.20952380952380956,NO
805,0.0477,0.8047619047619048,NO
806,0.0457,0.34404761904761905,NO
807,0.1274,0.2976190476190476,NO
808,0.0681,0.7928571428571428,NO
809,0.1427,0.009523809523809523,NO
810,0.0804,0.8761904761904762,NO
811,0.0769,0.8357142857142857,NO
812,0.1422,0.0,NO
813,0.0613,0.39880952380952384,NO
814,0.1484,0.7916666666666666,NO
815,0.1778,0.35595238095238096,NO
816,0.1025,0.5607142857142857,NO
817,0.1545,0.3476190476190476,NO
818,0.1529,0.275,NO
819,0.1098,0.8166666666666667,NO
820,0.1753,0.6261904761904762,NO
821,0.1807,0.2119047619047619,YES
822,0.134,0.15119047619047618,NO
823,0.2818,0.6630952380952381,YES
824,0.2438,0.963095238095238,NO
825,0.2385,0.33690476190476193,NO
826,0.2176,0.17976190476190476,NO
827,0.0807,0.3380952380952381,NO
828,0.0972,0.8130952380952381,NO
829,0.0862,0.19166666666666668,NO
830,0.0815,0.5976190476190476,NO
831,0.2286,0.8380952380952381,NO
832,0.0804,0.951190476190476,NO
833,0.0972,0.7083333333333334,YES
834,0.105,0.005952380952380952,YES
835,0.1237,0.9416666666666668,YES
836,0.2731,0.24642857142857144,YES
837,0.1937,0.4166666666666667,NO
838,0.1151,0.4071428571428571,YES
839,0.1052,0.8702380952380953,NO
