,DIRECT_NA_NA_VSM,LOWERTRACED_MAX_MULTI_LSA,Associated
736,0.1111,0.875,NO
737,0.1017,0.3622773536895675,NO
738,0.09699999999999999,0.875,NO
739,0.1058,0.3622773536895675,NO
740,0.1741,0.09775233248515693,NO
741,0.1373,0.09775233248515693,NO
742,0.132,0.09775233248515693,NO
743,0.1138,0.2890161153519933,YES
744,0.0766,0.875,NO
745,0.3242,0.2890161153519933,YES
746,0.0297,0.875,NO
747,0.3407,0.2890161153519933,YES
748,0.0387,0.875,NO
749,0.0621,0.3622773536895675,NO
750,0.076,0.3622773536895675,NO
751,0.1266,0.3622773536895675,NO
752,0.0726,0.3622773536895675,NO
753,0.192,0.875,NO
754,0.1128,0.3622773536895675,NO
755,0.0813,0.875,NO
756,0.1238,0.5583121289228161,NO
757,0.0659,0.5583121289228161,NO
758,0.0991,0.7654792196776931,NO
759,0.2168,0.681509754028838,NO
760,0.0941,0.681509754028838,NO
761,0.1226,0.7654792196776931,NO
762,0.0797,0.5583121289228161,NO
763,0.0869,0.5583121289228161,NO
764,0.1921,0.7654792196776931,NO
765,0.2119,0.8185962680237489,YES
766,0.0845,0.7654792196776931,NO
767,0.1963,0.8185962680237489,YES
768,0.24100000000000002,0.5620229007633587,NO
769,0.263,0.5620229007633587,NO
770,0.2504,0.5620229007633587,NO
771,0.1414,0.5583121289228161,NO
772,0.0983,0.681509754028838,NO
773,0.1658,0.5583121289228161,NO
774,0.1333,0.681509754028838,NO
775,0.2072,0.5583121289228161,NO
776,0.1519,0.681509754028838,NO
777,0.1227,0.8185962680237489,YES
778,0.1324,0.8185962680237489,YES
779,0.1581,0.8185962680237489,YES
780,0.1927,0.8185962680237489,YES
781,0.1378,0.7654792196776931,NO
782,0.09699999999999999,0.8185962680237489,YES
783,0.11900000000000001,0.7654792196776931,NO
784,0.3612,0.42398218829516543,YES
785,0.0488,0.42398218829516543,YES
786,0.2823,0.811598812553011,NO
787,0.1584,0.811598812553011,NO
788,0.065,0.811598812553011,NO
789,0.0678,0.811598812553011,NO
790,0.1652,0.42398218829516543,YES
791,0.4499,0.42398218829516543,YES
792,0.0947,0.811598812553011,NO
793,0.1079,0.3821034775233249,NO
794,0.0645,0.811598812553011,NO
795,0.1095,0.3821034775233249,NO
796,0.1665,0.0,NO
797,0.1472,0.0,NO
798,0.1463,0.0,NO
799,0.1261,0.42398218829516543,YES
800,0.0528,0.811598812553011,NO
801,0.3791,0.42398218829516543,YES
802,0.0329,0.811598812553011,NO
803,0.3577,0.42398218829516543,YES
804,0.062,0.811598812553011,NO
805,0.0477,0.3821034775233249,NO
806,0.0457,0.3821034775233249,NO
807,0.1274,0.3821034775233249,NO
808,0.0681,0.3821034775233249,NO
809,0.1427,0.811598812553011,NO
810,0.0804,0.3821034775233249,NO
811,0.0769,0.811598812553011,NO
812,0.1422,0.5997667514843088,NO
813,0.0613,0.5997667514843088,NO
814,0.1484,0.7949533502968618,NO
815,0.1778,0.895462256149279,NO
816,0.1025,0.895462256149279,NO
817,0.1545,0.7949533502968618,NO
818,0.1529,0.5997667514843088,NO
819,0.1098,0.5997667514843088,NO
820,0.1753,0.7949533502968618,NO
821,0.1807,0.7406700593723494,YES
822,0.134,0.7949533502968618,NO
823,0.2818,0.7406700593723494,YES
824,0.2438,0.7214800678541136,NO
825,0.2385,0.7214800678541136,NO
826,0.2176,0.7214800678541136,NO
827,0.0807,0.5997667514843088,NO
828,0.0972,0.895462256149279,NO
829,0.0862,0.5997667514843088,NO
830,0.0815,0.895462256149279,NO
831,0.2286,0.5997667514843088,NO
832,0.0804,0.895462256149279,NO
833,0.0972,0.7406700593723494,YES
834,0.105,0.7406700593723494,YES
835,0.1237,0.7406700593723494,YES
836,0.2731,0.7406700593723494,YES
837,0.1937,0.7949533502968618,NO
838,0.1151,0.7406700593723494,YES
839,0.1052,0.7949533502968618,NO
