,DIRECT_NA_NA_VSM,NONETRACED_SUM_SINGLE_LSA,Associated
733,0.107,0.2277135980746089,NO
734,0.226,0.2960048134777376,YES
735,0.4184,0.2562936221419976,YES
736,0.1111,0.3412394705174488,NO
737,0.1017,0.21744885679903725,NO
738,0.09699999999999999,0.2525391095066185,NO
739,0.1058,0.2442599277978339,NO
740,0.1741,0.3768351383874849,NO
741,0.1373,0.48,NO
742,0.132,0.357581227436823,NO
743,0.1138,0.3875571600481347,YES
744,0.0766,0.3222141997593261,NO
745,0.3242,0.3513959085439229,YES
746,0.0297,0.23901323706377856,NO
747,0.3407,0.3353790613718411,YES
748,0.0387,0.2767990373044525,NO
749,0.0621,0.3678219013237064,NO
750,0.076,0.4598676293622142,NO
751,0.1266,0.36186522262334536,NO
752,0.0726,0.30801444043321297,NO
753,0.192,0.3536582430806257,NO
754,0.1128,0.35655836341756914,NO
755,0.0813,0.3381949458483753,NO
756,0.1238,0.35541516245487365,NO
757,0.0659,0.6763898916967508,NO
758,0.0991,0.3284957882069795,NO
759,0.2168,0.30342960288808657,NO
760,0.0941,0.3741997593261131,NO
761,0.1226,0.3491576413959086,NO
762,0.0797,0.4384837545126353,NO
763,0.0869,0.32738868832731643,NO
764,0.1921,0.3954271961492177,NO
765,0.2119,0.13790613718411548,YES
766,0.0845,0.4047412755716005,NO
767,0.1963,0.1523345367027677,YES
768,0.24100000000000002,0.42328519855595664,NO
769,0.263,0.6415162454873646,NO
770,0.2504,0.4597593261131167,NO
771,0.1414,0.4689169675090253,NO
772,0.0983,0.4729241877256317,NO
773,0.1658,0.3821299638989169,NO
774,0.1333,0.2848977135980745,NO
775,0.2072,0.3140553549939831,NO
776,0.1519,0.2986883273164861,NO
777,0.1227,0.481107099879663,YES
778,0.1324,0.5774127557160047,YES
779,0.1581,0.35942238267147997,YES
780,0.1927,0.4308784596871239,YES
781,0.1378,0.3802166064981949,NO
782,0.09699999999999999,0.4580024067388688,YES
783,0.11900000000000001,0.3491817087845968,NO
784,0.3612,0.2912033694344163,YES
785,0.0488,0.4534657039711191,YES
786,0.2823,0.27961492178098674,NO
787,0.1584,0.32370637785800244,NO
788,0.065,0.2624548736462093,NO
789,0.0678,0.22137184115523464,NO
790,0.1652,0.29801444043321296,YES
791,0.4499,0.25546329723225025,YES
792,0.0947,0.3181347773766546,NO
793,0.1079,0.19483754512635376,NO
794,0.0645,0.2471961492178098,NO
795,0.1095,0.2149217809867629,NO
796,0.1665,0.3623706377858002,NO
797,0.1472,0.4930445246690734,NO
798,0.1463,0.35045728038507823,NO
799,0.1261,0.3767027677496991,YES
800,0.0528,0.3683874849578821,NO
801,0.3791,0.34221419975932604,YES
802,0.0329,0.2519735258724428,NO
803,0.3577,0.3112996389891696,YES
804,0.062,0.2901684717208182,NO
805,0.0477,0.3668832731648615,NO
806,0.0457,0.4731768953068592,NO
807,0.1274,0.3425150421179302,NO
808,0.0681,0.3070878459687124,NO
809,0.1427,0.3266425992779784,NO
810,0.0804,0.3501564380264741,NO
811,0.0769,0.31590854392298434,NO
812,0.1422,0.4492057761732851,NO
813,0.0613,0.7599638989169675,NO
814,0.1484,0.5009265944645005,NO
815,0.1778,0.4165824308062575,NO
816,0.1025,0.360517448856799,NO
817,0.1545,0.4954632972322503,NO
818,0.1529,0.5920096269554753,NO
819,0.1098,0.35565583634175685,NO
820,0.1753,0.5834657039711191,NO
821,0.1807,0.2874729241877256,YES
822,0.134,0.4860649819494584,NO
823,0.2818,0.3551143200962695,YES
824,0.2438,0.6166064981949457,NO
825,0.2385,0.8581588447653428,NO
826,0.2176,0.6265102286401925,NO
827,0.0807,0.6266305655836342,NO
828,0.0972,0.5860409145607701,NO
829,0.0862,0.5033453670276775,NO
830,0.0815,0.3759326113116726,NO
831,0.2286,0.4961251504211793,NO
832,0.0804,0.43019253910950667,NO
833,0.0972,0.520950661853189,YES
834,0.105,0.6845126353790614,YES
835,0.1237,0.5230204572803852,YES
836,0.2731,0.4977376654632972,YES
837,0.1937,0.5922743682310471,NO
838,0.1151,0.6211672683513838,YES
839,0.1052,0.5240794223826715,NO
