,DIRECT_NA_NA_VSM,NONETRACED_MAX_SINGLE_LSA,Associated
758,0.0991,0.6459888692819329,NO
759,0.2168,0.6459888692819329,NO
760,0.0941,0.6769376951269173,NO
761,0.1226,0.3041943803447808,NO
762,0.0797,0.7746708293742364,NO
763,0.0869,0.6108320890457446,NO
764,0.1921,0.5804262250576897,NO
765,0.2119,0.2965929143477671,YES
766,0.0845,0.5919641645174427,NO
767,0.1963,0.3335143206189765,YES
768,0.24100000000000002,0.6459888692819329,NO
769,0.263,0.8930365141848786,NO
770,0.2504,0.6459888692819329,NO
771,0.1414,0.8627663906610561,NO
772,0.0983,0.8930365141848786,NO
773,0.1658,0.8627663906610561,NO
774,0.1333,0.6459888692819329,NO
775,0.2072,0.5291163295778472,NO
776,0.1519,0.6459888692819329,NO
777,0.1227,0.6459888692819329,YES
778,0.1324,0.8930365141848786,YES
779,0.1581,0.6459888692819329,YES
780,0.1927,0.580833446450387,YES
781,0.1378,0.6459888692819329,NO
782,0.09699999999999999,0.5569431247454866,YES
783,0.11900000000000001,0.6459888692819329,NO
784,0.3612,0.4019275145920999,YES
785,0.0488,0.937695126917334,YES
786,0.2823,1.0,NO
787,0.1584,1.0,NO
788,0.065,1.0,NO
789,0.0678,0.5264015202931995,NO
790,0.1652,0.3037871589520836,YES
791,0.4499,0.7715487986968916,YES
792,0.0947,0.9113614768562508,NO
793,0.1079,0.7469797746708293,NO
794,0.0645,0.9269716302429756,NO
795,0.1095,0.8092846477534954,NO
796,0.1665,1.0,NO
797,0.1472,0.6678430840233474,NO
798,0.1463,1.0,NO
799,0.1261,0.8847563458667029,YES
800,0.0528,0.5365820551106284,NO
801,0.3791,0.88801411700828,YES
802,0.0329,1.0,NO
803,0.3577,0.8418623591692682,YES
804,0.062,1.0,NO
805,0.0477,1.0,NO
806,0.0457,0.6799239853400298,NO
807,0.1274,1.0,NO
808,0.0681,0.9119044387131804,NO
809,0.1427,1.0,NO
810,0.0804,0.7855300665128275,NO
811,0.0769,1.0,NO
812,0.1422,0.4921949233066378,NO
813,0.0613,0.7028641237953035,NO
814,0.1484,0.7539025383466811,NO
815,0.1778,0.9630785937287905,NO
816,0.1025,0.7539025383466811,NO
817,0.1545,0.445364463146464,NO
818,0.1529,0.5603366363512965,NO
819,0.1098,0.5668521786344509,NO
820,0.1753,0.6812813899823538,NO
821,0.1807,1.0,YES
822,0.134,0.6941767340844307,NO
823,0.2818,0.9717659834396633,YES
824,0.2438,0.7539025383466811,NO
825,0.2385,0.9461110356997422,NO
826,0.2176,0.8251662820686847,NO
827,0.0807,0.6839961992670014,NO
828,0.0972,0.5212433826523686,NO
829,0.0862,0.6621419845255871,NO
830,0.0815,0.7539025383466811,NO
831,0.2286,1.0,NO
832,0.0804,0.7539025383466811,NO
833,0.0972,0.7967965250441156,YES
834,0.105,0.9842541061490429,YES
835,0.1237,0.7539025383466811,YES
836,0.2731,0.6816886113750509,YES
837,0.1937,0.7539025383466811,NO
838,0.1151,0.5782543776299716,YES
839,0.1052,0.7844441427989683,NO
