,DIRECT_NA_NA_VSM,NONETRACED_MEDIAN_SINGLE_LSA,Associated
733,0.107,0.3178294573643411,NO
734,0.226,0.25703794369645044,YES
735,0.4184,0.19787841697266415,YES
736,0.1111,0.2297021623827009,NO
737,0.1017,0.03508771929824561,NO
738,0.09699999999999999,0.2637698898408813,NO
739,0.1058,0.03773969808241534,NO
740,0.1741,0.20461036311709507,NO
741,0.1373,0.3965728274173807,NO
742,0.132,0.21399428804569565,NO
743,0.1138,0.14361485108119135,YES
744,0.0766,0.3857609139126887,NO
745,0.3242,0.18890248878008972,YES
746,0.0297,0.13627090983272133,NO
747,0.3407,0.14891880864953078,YES
748,0.0387,0.16850265197878414,NO
749,0.0621,0.2286821705426356,NO
750,0.076,0.4200326397388821,NO
751,0.1266,0.18706650346797227,NO
752,0.0726,0.21521827825377396,NO
753,0.192,0.277437780497756,NO
754,0.1128,0.3149734802121583,NO
755,0.0813,0.2274581803345573,NO
756,0.1238,0.3643410852713178,NO
757,0.0659,0.6087311301509587,NO
758,0.0991,0.3676050591595267,NO
759,0.2168,0.13096695226438188,NO
760,0.0941,0.3527131782945737,NO
761,0.1226,0.3835169318645451,NO
762,0.0797,0.4722562219502244,NO
763,0.0869,0.2733578131374949,NO
764,0.1921,0.34108527131782945,NO
765,0.2119,0.13729090167278662,YES
766,0.0845,0.4173806609547123,NO
767,0.1963,0.15973072215422274,YES
768,0.24100000000000002,0.3253773969808241,NO
769,0.263,0.5385556915544676,NO
770,0.2504,0.4026927784577724,NO
771,0.1414,0.4041207670338637,NO
772,0.0983,0.37862097103223175,NO
773,0.1658,0.4169726642186863,NO
774,0.1333,0.3312933496532028,NO
775,0.2072,0.2953896368829049,NO
776,0.1519,0.2101183190534476,NO
777,0.1227,0.3757649938800489,YES
778,0.1324,0.4949000407996736,YES
779,0.1581,0.3557731538147695,YES
780,0.1927,0.3625050999592003,YES
781,0.1378,0.4434924520603835,NO
782,0.09699999999999999,0.3835169318645451,YES
783,0.11900000000000001,0.32762137902896776,NO
784,0.3612,0.222562219502244,YES
785,0.0488,0.3651570787433701,YES
786,0.2823,0.21583027335781316,NO
787,0.1584,0.19114647082823336,NO
788,0.065,0.17135862913096694,NO
789,0.0678,0.2976336189310485,NO
790,0.1652,0.3459812321501428,YES
791,0.4499,0.21113831089351287,YES
792,0.0947,0.21644226846185236,NO
793,0.1079,0.03753569971440228,NO
794,0.0645,0.2705018359853121,NO
795,0.1095,0.032027743778049775,NO
796,0.1665,0.2688698490412077,NO
797,0.1472,0.4836801305589555,NO
798,0.1463,0.2243982048143615,NO
799,0.1261,0.16768665850673192,YES
800,0.0528,0.38759689922480617,NO
801,0.3791,0.16727866177070586,YES
802,0.0329,0.15993472052223578,NO
803,0.3577,0.15095879232966136,YES
804,0.062,0.17339861281109753,NO
805,0.0477,0.266421868625051,NO
806,0.0457,0.4153406772745818,NO
807,0.1274,0.2468380252957977,NO
808,0.0681,0.25132598939208484,NO
809,0.1427,0.25193798449612403,NO
810,0.0804,0.35046919624642997,NO
811,0.0769,0.2082823337413301,NO
812,0.1422,0.43839249286005705,NO
813,0.0613,0.7552019583843328,NO
814,0.1484,0.5232558139534883,NO
815,0.1778,0.2696858425132599,NO
816,0.1025,0.2904936760505916,NO
817,0.1545,0.5263157894736842,NO
818,0.1529,0.4961240310077519,NO
819,0.1098,0.3327213382292942,NO
820,0.1753,0.6124031007751937,NO
821,0.1807,0.14361485108119135,YES
822,0.134,0.5099959200326397,NO
823,0.2818,0.22847817217462266,YES
824,0.2438,0.5214198286413708,NO
825,0.2385,0.8618931048551611,NO
826,0.2176,0.478172174622603,NO
827,0.0807,0.4271725826193391,NO
828,0.0972,0.598939208486332,NO
829,0.0862,0.35352917176662585,NO
830,0.0815,0.27539779681762544,NO
831,0.2286,0.4716442268461852,NO
832,0.0804,0.31660546715626275,NO
833,0.0972,0.3761729906160751,YES
834,0.105,0.690330477356181,YES
835,0.1237,0.4510403916768666,YES
836,0.2731,0.4855161158710731,YES
837,0.1937,0.5960832313341492,NO
838,0.1151,0.6407588739290085,YES
839,0.1052,0.4694002447980416,NO
