,DIRECT_NA_NA_VSM,UPPERTRACED_MAX_MULTI_LSA,Associated
737,0.1017,0.41683156791991616,NO
738,0.09699999999999999,0.6232103363985566,NO
739,0.1058,0.3826097078337796,NO
740,0.1741,0.3519962751716913,NO
741,0.1373,0.6328716098242346,NO
742,0.132,0.3795832848329648,NO
743,0.1138,0.4533814456989873,YES
744,0.0766,0.7500873006634851,NO
745,0.3242,0.621813525782796,YES
746,0.0297,0.14387149342335,NO
747,0.3407,0.3320917238971016,YES
748,0.0387,0.4032126644162496,NO
749,0.0621,0.7662670236293796,NO
750,0.076,0.649167733674776,NO
751,0.1266,0.2123152135956233,NO
752,0.0726,0.8087533465254336,NO
753,0.192,0.43755092538703294,NO
754,0.1128,0.5846816435804912,NO
755,0.0813,0.18368059597252945,NO
756,0.1238,0.6494005354440694,NO
757,0.0659,0.5981841461995112,NO
758,0.0991,0.5404493074147363,NO
759,0.2168,0.6391572575951576,NO
760,0.0941,0.7095797928064252,NO
761,0.1226,0.8432080083808637,NO
762,0.0797,0.7720870678617158,NO
763,0.0869,0.2201140728669538,NO
764,0.1921,0.2877429868467001,NO
765,0.2119,0.3705040158305203,YES
766,0.0845,0.6423000814806192,NO
767,0.1963,0.24781748341287396,YES
768,0.24100000000000002,0.3991386334536142,NO
769,0.263,0.7379816086602259,NO
770,0.2504,0.4498894191595856,NO
771,0.1414,0.6744267256431149,NO
772,0.0983,0.8883715516237924,NO
773,0.1658,0.578512396694215,NO
774,0.1333,0.40414387149342335,NO
775,0.2072,0.0,NO
776,0.1519,0.6580142009079271,NO
777,0.1227,0.5994645559306251,YES
778,0.1324,0.8362239553020603,YES
779,0.1581,0.5210103596787335,YES
780,0.1927,0.5834012338493773,YES
781,0.1378,0.747992084739844,NO
782,0.09699999999999999,0.8340123384937727,YES
783,0.11900000000000001,0.28099173553719003,NO
784,0.3612,0.8809218950064022,YES
785,0.0488,0.7560237457804679,YES
786,0.2823,0.24886509137469445,NO
787,0.1584,0.5155395181003376,NO
788,0.065,0.6783843557211034,NO
789,0.0678,0.5030846234431382,NO
790,0.1652,0.6846700034920266,YES
791,0.4499,0.8064253288324992,YES
792,0.0947,0.13642183680595973,NO
793,0.1079,0.41683156791991616,NO
794,0.0645,0.6232103363985566,NO
795,0.1095,0.3826097078337796,NO
796,0.1665,0.3519962751716913,NO
797,0.1472,0.6328716098242346,NO
798,0.1463,0.3795832848329648,NO
799,0.1261,0.4533814456989873,YES
800,0.0528,0.7500873006634851,NO
801,0.3791,0.621813525782796,YES
802,0.0329,0.14387149342335,NO
803,0.3577,0.3320917238971016,YES
804,0.062,0.4032126644162496,NO
805,0.0477,0.7662670236293796,NO
806,0.0457,0.649167733674776,NO
807,0.1274,0.2123152135956233,NO
808,0.0681,0.8087533465254336,NO
809,0.1427,0.43755092538703294,NO
810,0.0804,0.5846816435804912,NO
811,0.0769,0.18368059597252945,NO
812,0.1422,0.6494005354440694,NO
813,0.0613,0.5981841461995112,NO
814,0.1484,0.5404493074147363,NO
815,0.1778,0.6391572575951576,NO
816,0.1025,0.7095797928064252,NO
817,0.1545,0.8432080083808637,NO
818,0.1529,0.7720870678617158,NO
819,0.1098,0.2201140728669538,NO
820,0.1753,0.2877429868467001,NO
821,0.1807,0.3705040158305203,YES
822,0.134,0.6423000814806192,NO
823,0.2818,0.24781748341287396,YES
824,0.2438,0.3991386334536142,NO
825,0.2385,0.7379816086602259,NO
826,0.2176,0.4498894191595856,NO
827,0.0807,0.6744267256431149,NO
828,0.0972,0.8883715516237924,NO
829,0.0862,0.578512396694215,NO
830,0.0815,0.40414387149342335,NO
831,0.2286,0.0,NO
832,0.0804,0.6580142009079271,NO
833,0.0972,0.5994645559306251,YES
834,0.105,0.8362239553020603,YES
835,0.1237,0.5210103596787335,YES
836,0.2731,0.5834012338493773,YES
837,0.1937,0.747992084739844,NO
838,0.1151,0.8340123384937727,YES
839,0.1052,0.28099173553719003,NO
