,DIRECT_NA_NA_VSM,DIRECT_NA_NA_LSA,Associated
735,0.4184,0.5365052552552554,YES
736,0.1111,0.582957957957958,NO
737,0.1017,0.7478415915915917,NO
738,0.09699999999999999,0.4847972972972973,NO
739,0.1058,0.6546546546546548,NO
740,0.1741,0.7456831831831833,NO
741,0.1373,0.4146021021021021,NO
742,0.132,0.4777590090090091,NO
743,0.1138,0.6609421921921923,YES
744,0.0766,0.4864864864864866,NO
745,0.3242,0.6814001501501503,YES
746,0.0297,0.6709834834834836,NO
747,0.3407,0.7164039039039041,YES
748,0.0387,0.6266891891891893,NO
749,0.0621,0.6122372372372373,NO
750,0.076,0.560153903903904,NO
751,0.1266,0.911036036036036,NO
752,0.0726,0.4731606606606607,NO
753,0.192,0.6997935435435436,NO
754,0.1128,0.5037537537537539,NO
755,0.0813,0.8102477477477479,NO
756,0.1238,0.5844594594594595,NO
757,0.0659,0.7043918918918921,NO
758,0.0991,0.4675300300300301,NO
759,0.2168,0.7225975975975977,NO
760,0.0941,0.7725225225225226,NO
761,0.1226,0.7225975975975977,NO
762,0.0797,0.7051426426426428,NO
763,0.0869,0.5032845345345347,NO
764,0.1921,0.5185810810810811,NO
765,0.2119,0.4128190690690691,YES
766,0.0845,0.7089902402402404,NO
767,0.1963,0.27674549549549554,YES
768,0.24100000000000002,0.6128941441441442,NO
769,0.263,0.6280030030030029,NO
770,0.2504,0.506662912912913,NO
771,0.1414,0.6348536036036037,NO
772,0.0983,0.6986674174174176,NO
773,0.1658,0.5060998498498499,NO
774,0.1333,0.4286786786786788,NO
775,0.2072,0.3124061561561562,NO
776,0.1519,0.4776651651651652,NO
777,0.1227,0.7370495495495496,YES
778,0.1324,0.740427927927928,YES
779,0.1581,0.41591591591591603,YES
780,0.1927,0.7045795795795796,YES
781,0.1378,0.5983483483483484,NO
782,0.09699999999999999,0.6506193693693694,YES
783,0.11900000000000001,0.5624061561561562,NO
784,0.3612,0.460397897897898,YES
785,0.0488,0.3875750750750752,YES
786,0.2823,0.6223723723723724,NO
787,0.1584,0.9534534534534536,NO
788,0.065,0.603978978978979,NO
789,0.0678,0.3850412912912913,NO
790,0.1652,0.3764076576576577,YES
791,0.4499,0.5265578078078079,YES
792,0.0947,0.5428866366366367,NO
793,0.1079,0.5670983483483484,NO
794,0.0645,0.4347785285285286,NO
795,0.1095,0.5029091591591592,NO
796,0.1665,0.6542792792792793,NO
797,0.1472,0.4437875375375376,NO
798,0.1463,0.4726914414414415,NO
799,0.1261,0.5617492492492493,YES
800,0.0528,0.5494557057057058,NO
801,0.3791,0.6470533033033034,YES
802,0.0329,0.7562875375375376,NO
803,0.3577,0.5618430930930931,YES
804,0.062,0.6920045045045046,NO
805,0.0477,0.4970908408408409,NO
806,0.0457,0.4565503003003004,NO
807,0.1274,0.7269144144144145,NO
808,0.0681,0.4120683183183184,NO
809,0.1427,0.5653153153153154,NO
810,0.0804,0.4644331831831832,NO
811,0.0769,0.7122747747747749,NO
812,0.1422,0.6783033033033034,NO
813,0.0613,0.8399024024024025,NO
814,0.1484,0.6893768768768771,NO
815,0.1778,0.8213213213213214,NO
816,0.1025,0.6718280780780781,NO
817,0.1545,0.7648273273273275,NO
818,0.1529,0.9417229729729732,NO
819,0.1098,0.398460960960961,NO
820,0.1753,0.6277214714714716,NO
821,0.1807,0.740427927927928,YES
822,0.134,0.6835585585585586,NO
823,0.2818,0.711524024024024,YES
824,0.2438,0.7962650150150151,NO
825,0.2385,0.8655217717717718,NO
826,0.2176,0.65990990990991,NO
827,0.0807,0.8468468468468469,NO
828,0.0972,0.8307057057057058,NO
829,0.0862,0.6269707207207208,NO
830,0.0815,0.5432620120120121,NO
831,0.2286,0.6445195195195197,NO
832,0.0804,0.6720157657657659,NO
833,0.0972,0.6620683183183184,YES
834,0.105,0.7869744744744746,YES
835,0.1237,0.6448948948948949,YES
836,0.2731,0.6533408408408411,YES
837,0.1937,0.8069632132132133,NO
838,0.1151,0.7090840840840842,YES
839,0.1052,0.6818693693693695,NO
