,DIRECT_NA_NA_VSM,UPPERTRACED_SUM_MULTI_LSA,Associated
736,0.1111,0.056136182219829585,NO
737,0.1017,0.19547420594404946,NO
738,0.09699999999999999,0.29011119567840504,NO
739,0.1058,0.2089327813770443,NO
740,0.1741,0.11182683918394623,NO
741,0.1373,0.2347361191037517,NO
742,0.132,0.1788041359594572,NO
743,0.1138,0.21611687612541536,YES
744,0.0766,0.33085819302381697,NO
745,0.3242,0.2792329540180809,YES
746,0.0297,0.0849282518702779,NO
747,0.3407,0.14754311385026642,YES
748,0.0387,0.20657521023223,NO
749,0.0621,0.3077836974883514,NO
750,0.076,0.30572314318067895,NO
751,0.1266,0.08923499600883626,NO
752,0.0726,0.3572370008724869,NO
753,0.192,0.2208505819673653,NO
754,0.1128,0.2845050028773506,NO
755,0.0813,0.056080491562865466,NO
756,0.1238,0.4055950546696616,NO
757,0.0659,0.4044998050827006,NO
758,0.0991,0.2806623475468265,NO
759,0.2168,0.3810911656054502,NO
760,0.0941,0.4440401715272234,NO
761,0.1226,0.495238448829568,NO
762,0.0797,0.5021440902931185,NO
763,0.0869,0.16619948393324546,NO
764,0.1921,0.1575859956561288,NO
765,0.2119,0.25528597152351074,YES
766,0.0845,0.41630622435909337,NO
767,0.1963,0.17889695372106398,YES
768,0.24100000000000002,0.2318773320462604,NO
769,0.263,0.43100855779762015,NO
770,0.2504,0.21149455159739367,NO
771,0.1414,0.3170840372013589,NO
772,0.0983,0.5967996435797954,NO
773,0.1658,0.23696374538231635,NO
774,0.1333,0.2614305073418849,NO
775,0.2072,0.0,NO
776,0.1519,0.40087991238003307,NO
777,0.1227,0.3904843230800646,YES
778,0.1324,0.543615066179064,YES
779,0.1581,0.2807737288607548,YES
780,0.1927,0.3713081735320871,YES
781,0.1378,0.3953294102359428,NO
782,0.09699999999999999,0.5174775845105719,YES
783,0.11900000000000001,0.17377341328036533,NO
784,0.3612,0.3872728285284672,YES
785,0.0488,0.3533200913326774,YES
786,0.2823,0.1312443149121016,NO
787,0.1584,0.18782602238764406,NO
788,0.065,0.3320648239247062,NO
789,0.0678,0.26516178135848073,NO
790,0.1652,0.3112179546678052,YES
791,0.4499,0.3887207856095342,YES
792,0.0947,0.056136182219829585,NO
793,0.1079,0.19547420594404946,NO
794,0.0645,0.29011119567840504,NO
795,0.1095,0.2089327813770443,NO
796,0.1665,0.11182683918394623,NO
797,0.1472,0.2347361191037517,NO
798,0.1463,0.1788041359594572,NO
799,0.1261,0.21611687612541536,YES
800,0.0528,0.33085819302381697,NO
801,0.3791,0.2792329540180809,YES
802,0.0329,0.0849282518702779,NO
803,0.3577,0.14754311385026642,YES
804,0.062,0.20657521023223,NO
805,0.0477,0.3077836974883514,NO
806,0.0457,0.30572314318067895,NO
807,0.1274,0.08923499600883626,NO
808,0.0681,0.3572370008724869,NO
809,0.1427,0.2208505819673653,NO
810,0.0804,0.2845050028773506,NO
811,0.0769,0.056080491562865466,NO
812,0.1422,0.4055950546696616,NO
813,0.0613,0.4044998050827006,NO
814,0.1484,0.2806623475468265,NO
815,0.1778,0.3810911656054502,NO
816,0.1025,0.4440401715272234,NO
817,0.1545,0.495238448829568,NO
818,0.1529,0.5021440902931185,NO
819,0.1098,0.16619948393324546,NO
820,0.1753,0.1575859956561288,NO
821,0.1807,0.25528597152351074,YES
822,0.134,0.41630622435909337,NO
823,0.2818,0.17889695372106398,YES
824,0.2438,0.2318773320462604,NO
825,0.2385,0.43100855779762015,NO
826,0.2176,0.21149455159739367,NO
827,0.0807,0.3170840372013589,NO
828,0.0972,0.5967996435797954,NO
829,0.0862,0.23696374538231635,NO
830,0.0815,0.2614305073418849,NO
831,0.2286,0.0,NO
832,0.0804,0.40087991238003307,NO
833,0.0972,0.3904843230800646,YES
834,0.105,0.543615066179064,YES
835,0.1237,0.2807737288607548,YES
836,0.2731,0.3713081735320871,YES
837,0.1937,0.3953294102359428,NO
838,0.1151,0.5174775845105719,YES
839,0.1052,0.17377341328036533,NO
