,DIRECT_NA_NA_VSM,NONETRACED_MEDIAN_RAW_LSA,Associated
733,0.107,0.2737983034872761,NO
734,0.226,0.2747408105560792,YES
735,0.4184,0.12323279924599435,YES
736,0.1111,0.12629594721960413,NO
737,0.1017,0.10885956644674834,NO
738,0.09699999999999999,0.2417530631479736,NO
739,0.1058,0.1065032987747408,NO
740,0.1741,0.13407163053722904,NO
741,0.1373,0.2332704995287465,NO
742,0.132,0.1107445805843544,NO
743,0.1138,0.14608859566446747,YES
744,0.0766,0.3284637134778511,NO
745,0.3242,0.1229971724787936,YES
746,0.0297,0.07822808671065032,NO
747,0.3407,0.033930254476908575,YES
748,0.0387,0.1583411875589067,NO
749,0.0621,0.17836946277097074,NO
750,0.076,0.2641376060320453,NO
751,0.1266,0.12181903864278985,NO
752,0.0726,0.2007540056550424,NO
753,0.192,0.2290292177191329,NO
754,0.1128,0.2726201696512724,NO
755,0.0813,0.1368991517436381,NO
756,0.1238,0.6192271442035816,NO
757,0.0659,0.6185202639019793,NO
758,0.0991,0.5035344015080113,NO
759,0.2168,0.3706409048067861,NO
760,0.0941,0.5402921771913289,NO
761,0.1226,0.6899151743638078,NO
762,0.0797,0.6449104618284637,NO
763,0.0869,0.3864278982092366,NO
764,0.1921,0.4038642789820924,NO
765,0.2119,0.39255419415645615,YES
766,0.0845,0.6218190386427899,NO
767,0.1963,0.36427898209236576,YES
768,0.24100000000000002,0.4139962299717249,NO
769,0.263,0.5692742695570218,NO
770,0.2504,0.4222431668237512,NO
771,0.1414,0.4590009425070688,NO
772,0.0983,0.6451460885956645,NO
773,0.1658,0.4524033930254477,NO
774,0.1333,0.3237511781338361,NO
775,0.2072,0.2170122525918945,NO
776,0.1519,0.4302544769085769,NO
777,0.1227,0.5155513666352498,YES
778,0.1324,0.6062676720075402,YES
779,0.1581,0.4026861451460886,YES
780,0.1927,0.5523091423185674,YES
781,0.1378,0.6215834118755892,NO
782,0.09699999999999999,0.6536286522148917,YES
783,0.11900000000000001,0.3685202639019793,NO
784,0.3612,0.2478793590951933,YES
785,0.0488,0.1814326107445806,YES
786,0.2823,0.14891611687087652,NO
787,0.1584,0.15763430725730446,NO
788,0.065,0.162818096135721,NO
789,0.0678,0.2648444863336475,NO
790,0.1652,0.2827521206409049,YES
791,0.4499,0.1008482563619227,YES
792,0.0947,0.09283694627709706,NO
793,0.1079,0.13831291234684262,NO
794,0.0645,0.2290292177191329,NO
795,0.1095,0.11262959472196042,NO
796,0.1665,0.11899151743638076,NO
797,0.1472,0.217483506126296,NO
798,0.1463,0.08623939679547597,NO
799,0.1261,0.14278982092365694,YES
800,0.0528,0.3016022620169652,NO
801,0.3791,0.11710650329877476,YES
802,0.0329,0.06526861451460887,NO
803,0.3577,0.0,YES
804,0.062,0.19180018850141375,NO
805,0.0477,0.14915174363807726,NO
806,0.0457,0.26932139491046186,NO
807,0.1274,0.14585296889726673,NO
808,0.0681,0.18567389255419411,NO
809,0.1427,0.204995287464656,NO
810,0.0804,0.3096135721017908,NO
811,0.0769,0.1086239396795476,NO
812,0.1422,0.7766258246936852,NO
813,0.0613,0.7785108388312914,NO
814,0.1484,0.6345428840716305,NO
815,0.1778,0.5146088595664468,NO
816,0.1025,0.6352497643732329,NO
817,0.1545,0.8892554194156457,NO
818,0.1529,0.8755890669180019,NO
819,0.1098,0.5063619227144204,NO
820,0.1753,0.5631479736098021,NO
821,0.1807,0.4611215834118756,YES
822,0.134,0.8183317624882187,NO
823,0.2818,0.4797360980207352,YES
824,0.2438,0.5829406220546655,NO
825,0.2385,0.8100848256361923,NO
826,0.2176,0.4931668237511782,NO
827,0.0807,0.5282752120640906,NO
828,0.0972,0.8826578699340245,NO
829,0.0862,0.4754948162111217,NO
830,0.0815,0.30937794533459007,NO
831,0.2286,0.30937794533459007,NO
832,0.0804,0.592836946277097,NO
833,0.0972,0.5989632422243167,YES
834,0.105,0.8237511781338361,YES
835,0.1237,0.5009425070688031,YES
836,0.2731,0.7299717247879359,YES
837,0.1937,0.8242224316682375,NO
838,0.1151,0.9213006597549482,YES
839,0.1052,0.5032987747408106,NO
