,DIRECT_NA_NA_VSM,UPPERTRACED_RFNONE_MULTI_LSA,Associated
773,0.1658,0.2037037037037037,NO
774,0.1333,0.0,NO
775,0.2072,0.0,NO
776,0.1519,0.8148148148148148,NO
777,0.1227,0.16666666666666666,YES
778,0.1324,0.018518518518518517,YES
779,0.1581,0.018518518518518517,YES
780,0.1927,0.22222222222222215,YES
781,0.1378,0.8148148148148148,NO
782,0.09699999999999999,0.018518518518518517,YES
783,0.11900000000000001,0.0,NO
784,0.3612,0.22222222222222215,YES
785,0.0488,0.22222222222222215,YES
786,0.2823,0.2962962962962963,NO
787,0.1584,0.11111111111111108,NO
788,0.065,0.2777777777777777,NO
789,0.0678,0.6111111111111109,NO
790,0.1652,0.24074074074074076,YES
791,0.4499,0.22222222222222215,YES
792,0.0947,0.0,NO
793,0.1079,0.0,NO
794,0.0645,0.018518518518518517,NO
795,0.1095,0.0925925925925926,NO
796,0.1665,0.0,NO
797,0.1472,0.0,NO
798,0.1463,0.0,NO
799,0.1261,0.018518518518518517,YES
800,0.0528,0.24074074074074076,NO
801,0.3791,0.6666666666666665,YES
802,0.0329,0.9074074074074072,NO
803,0.3577,0.22222222222222215,YES
804,0.062,0.22222222222222215,NO
805,0.0477,0.0,NO
806,0.0457,0.2037037037037037,NO
807,0.1274,0.0,NO
808,0.0681,0.22222222222222215,NO
809,0.1427,0.0,NO
810,0.0804,0.1851851851851852,NO
811,0.0769,1.0,NO
812,0.1422,0.018518518518518517,NO
813,0.0613,0.11111111111111108,NO
814,0.1484,0.0,NO
815,0.1778,0.12962962962962962,NO
816,0.1025,0.7592592592592591,NO
817,0.1545,0.018518518518518517,NO
818,0.1529,0.018518518518518517,NO
819,0.1098,0.018518518518518517,NO
820,0.1753,0.018518518518518517,NO
821,0.1807,0.4074074074074074,YES
822,0.134,0.018518518518518517,NO
823,0.2818,0.9074074074074072,YES
824,0.2438,0.0,NO
825,0.2385,0.018518518518518517,NO
826,0.2176,0.0,NO
827,0.0807,0.0,NO
828,0.0972,0.018518518518518517,NO
829,0.0862,0.2037037037037037,NO
830,0.0815,0.0,NO
831,0.2286,0.0,NO
832,0.0804,0.8148148148148148,NO
833,0.0972,0.16666666666666666,YES
834,0.105,0.018518518518518517,YES
835,0.1237,0.018518518518518517,YES
836,0.2731,0.22222222222222215,YES
837,0.1937,0.8148148148148148,NO
838,0.1151,0.018518518518518517,YES
839,0.1052,0.0,NO
